Atomic_mass,Atomic_no,Atomic_orbitals,Atomic_radius,Atomic_radius_calculated,Boiling_point,Brinell_hardness,Bulk_modulus,Coefficient_of_linear_thermal_expansion,Common_oxidation_states,Critical_temperature,Density_of_solid,Electrical_resistivity,Electronic_structure,ICSD_oxidation_states,Liquid_range,Melting_point,Mendeleev_no,Mineral_hardness,Molar_volume,Name,Oxidation_states,Poissons_ratio,Reflectivity,Refractive_index,Rigidity_modulus,Shannon_radii,Superconduction_temperature,Thermal_conductivity,Van_der_waals_radius,Velocity_of_sound,Vickers_hardness,X,Youngs_modulus,NMR_Quadrupole_Moment,Metallic_radius,iupac_ordering,IUPAC_ordering,symbol,Z,average_anionic_radius,average_cationic_radius,average_ionic_radius,block,full_electronic_structure,group,icsd_oxidation_states,ionic_radii,is_actinoid,is_alkali,is_alkaline,is_chalcogen,is_halogen,is_lanthanoid,is_metal,is_metalloid,is_noble_gas,is_post_transition_metal,is_quadrupolar,is_rare_earth_metal,is_transition_metal,long_name,max_oxidation_state,min_oxidation_state,number,row,valence,Max_oxidation_state,Min_oxidation_state,Ionic_radii,Ionic_radii_hs,Ionic_radii_ls,Ionic_radii_-1,Ionic_radii_7,Ionic_radii_5,Ionic_radii_8,Ionic_radii_4,Ionic_radii_1,Ionic_radii_2,Ionic_radii_-2,Ionic_radii_-3,Ionic_radii_6,Ionic_radii_3
168.93421,69.0,"{'1s': -2022.471608, '2p': -312.510608, '2s': -327.05712, '3d': -53.835494, '3p': -66.239338, '3s': -72.873753, '4d': -6.350307, '4f': -0.28312, '4p': -11.187151, '4s': -13.865665, '5p': -0.950748, '5s': -1.64999, '6s': -0.135953}",1.75,2.22,2223 K,471 MN m<sup>-2</sup>,45 GPa,13.3 x10<sup>-6</sup>K<sup>-1</sup>,[3],no data K,9321 kg m<sup>-3</sup>,67.6 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>13</sup>.6s<sup>2</sup>,[3],405 K,1818 K,21.0,no data,19.1 cm<sup>3</sup>,Thulium,"[2, 3]",0.21,no data %,no data,31 GPa,"{'2': {'VI': {'': {'crystal_radius': 1.17, 'ionic_radius': 1.03}}, 'VII': {'': {'crystal_radius': 1.23, 'ionic_radius': 1.09}}}, '3': {'VI': {'': {'crystal_radius': 1.02, 'ionic_radius': 0.88}}, 'VIII': {'': {'crystal_radius': 1.134, 'ionic_radius': 0.994}}, 'IX': {'': {'crystal_radius': 1.192, 'ionic_radius': 1.052}}}}",no data K,17 W m<sup>-1</sup> K<sup>-1</sup>,no data,no data m s<sup>-1</sup>,520 MN m<sup>-2</sup>,1.25,74 GPa,,1.747,35.0,35.0,Tm,69.0,0.0,1.095,1.095,f,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 13), (6, 's', 2)]",15.0,"(3,)","{2: 1.17, 3: 1.02}",False,False,False,False,False,True,True,False,False,False,False,True,False,Thulium,3.0,2.0,69.0,8.0,"(3, 13)",,,"{'2': 1.17, '3': 1.02}",,,,,,,,,1.17,,,,1.02
173.04,70.0,"{'1s': -2084.069389, '2p': -323.178219, '2s': -337.978976, '3d': -56.026315, '3p': -68.698655, '3s': -75.47663, '4d': -6.574963, '4f': -0.286408, '4p': -11.558246, '4s': -14.312076, '5p': -0.966137, '5s': -1.683886, '6s': -0.136989}",1.75,2.22,1469 K,343 MN m<sup>-2</sup>,31 GPa,26.3 x10<sup>-6</sup>K<sup>-1</sup>,[3],no data K,6570 kg m<sup>-3</sup>,25.0 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.6s<sup>2</sup>,"[2, 3]",372 K,1097 K,17.0,no data,24.84 cm<sup>3</sup>,Ytterbium,"[2, 3]",0.21,no data %,no data,9.9 GPa,"{'2': {'VI': {'': {'crystal_radius': 1.16, 'ionic_radius': 1.02}}, 'VII': {'': {'crystal_radius': 1.22, 'ionic_radius': 1.08}}, 'VIII': {'': {'crystal_radius': 1.28, 'ionic_radius': 1.14}}}, '3': {'VI': {'': {'crystal_radius': 1.008, 'ionic_radius': 0.868}}, 'VII': {'': {'crystal_radius': 1.065, 'ionic_radius': 0.925}}, 'VIII': {'': {'crystal_radius': 1.125, 'ionic_radius': 0.985}}, 'IX': {'': {'crystal_radius': 1.182, 'ionic_radius': 1.042}}}}",no data K,39 W m<sup>-1</sup> K<sup>-1</sup>,no data,1590 m s<sup>-1</sup>,206 MN m<sup>-2</sup>,1.1,24 GPa,,1.94,34.0,34.0,Yb,70.0,0.0,1.084,1.084,f,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (6, 's', 2)]",16.0,"(2, 3)","{2: 1.16, 3: 1.008}",False,False,False,False,False,True,True,False,False,False,False,True,False,Ytterbium,3.0,2.0,70.0,8.0,,,,"{'2': 1.16, '3': 1.008}",,,,,,,,,1.16,,,,1.008
174.967,71.0,"{'1s': -2146.885351, '2p': -334.330902, '2s': -349.390492, '3d': -58.592982, '3p': -71.538779, '3s': -78.462398, '4d': -7.113364, '4f': -0.568096, '4p': -12.250904, '4s': -15.08337, '5d': -0.103686, '5p': -1.111991, '5s': -1.872086, '6s': -0.155112}",1.75,2.17,3675 K,893 MN m<sup>-2</sup>,48 GPa,9.9 x10<sup>-6</sup>K<sup>-1</sup>,[3],no data K,9841 kg m<sup>-3</sup>,58 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>1</sup>.6s<sup>2</sup>,[3],1750 K,1925 K,20.0,no data,17.78 cm<sup>3</sup>,Lutetium,[3],0.26,no data %,no data,27 GPa,"{'3': {'VI': {'': {'crystal_radius': 1.001, 'ionic_radius': 0.861}}, 'VIII': {'': {'crystal_radius': 1.117, 'ionic_radius': 0.977}}, 'IX': {'': {'crystal_radius': 1.172, 'ionic_radius': 1.032}}}}",0.022 K,16 W m<sup>-1</sup> K<sup>-1</sup>,no data,no data m s<sup>-1</sup>,1160 MN m<sup>-2</sup>,1.27,69 GPa,,1.735,33.0,33.0,Lu,71.0,0.0,1.001,1.001,d,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 1), (6, 's', 2)]",17.0,"(3,)",{3: 1.001},False,False,False,False,False,True,True,False,False,False,False,True,False,Lutetium,3.0,3.0,71.0,8.0,"(2, 1)",,,{'3': 1.001},,,,,,,,,,,,,1.001
178.49,72.0,"{'1s': -2210.65199, '2p': -345.687023, '2s': -361.006527, '3d': -61.231443, '3p': -74.452656, '3s': -81.522812, '4d': -7.676638, '4f': -0.871574, '4p': -12.971211, '4s': -15.883625, '5d': -0.143805, '5p': -1.246441, '5s': -2.049828, '6s': -0.166465}",1.55,2.08,4876 K,1700 MN m<sup>-2</sup>,110 GPa,5.9 x10<sup>-6</sup>K<sup>-1</sup>,[4],no data K,13310 kg m<sup>-3</sup>,34 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>2</sup>.6s<sup>2</sup>,[4],2370 K,2506 K,50.0,5.5,13.44 cm<sup>3</sup>,Hafnium,"[2, 3, 4]",0.37,no data %,no data,30 GPa,"{'4': {'IV': {'': {'crystal_radius': 0.72, 'ionic_radius': 0.58}}, 'VI': {'': {'crystal_radius': 0.85, 'ionic_radius': 0.71}}, 'VII': {'': {'crystal_radius': 0.9, 'ionic_radius': 0.76}}, 'VIII': {'': {'crystal_radius': 0.97, 'ionic_radius': 0.83}}}}",0.128 K,23 W m<sup>-1</sup> K<sup>-1</sup>,no data,3010 m s<sup>-1</sup>,1760 MN m<sup>-2</sup>,1.3,78 GPa,,1.58,50.0,50.0,Hf,72.0,0.0,0.85,0.85,d,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 2), (6, 's', 2)]",4.0,"(4,)",{4: 0.85},False,False,False,False,False,False,True,False,False,False,False,False,True,Hafnium,4.0,2.0,72.0,6.0,"(2, 2)",,,{'4': 0.85},,,,,,,0.85,,,,,,
180.94788,73.0,"{'1s': -2275.371387, '2p': -357.248334, '2s': -372.828724, '3d': -63.942521, '3p': -77.440942, '3s': -84.658467, '4d': -8.265848, '4f': -1.199347, '4p': -13.71981, '4s': -16.713337, '5d': -0.182464, '5p': -1.37653, '5s': -2.223807, '6s': -0.174814}",1.45,2.0,5731 K,800 MN m<sup>-2</sup>,200 GPa,6.3 x10<sup>-6</sup>K<sup>-1</sup>,[5],no data K,16650 kg m<sup>-3</sup>,13.5 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>3</sup>.6s<sup>2</sup>,"[3, 4, 5]",2441 K,3290 K,52.0,6.5,10.85 cm<sup>3</sup>,Tantalum,"[-1, 2, 3, 4, 5]",0.34,78 %,no data,69 GPa,"{'3': {'VI': {'': {'crystal_radius': 0.86, 'ionic_radius': 0.72}}}, '4': {'VI': {'': {'crystal_radius': 0.82, 'ionic_radius': 0.68}}}, '5': {'VI': {'': {'crystal_radius': 0.78, 'ionic_radius': 0.64}}, 'VII': {'': {'crystal_radius': 0.83, 'ionic_radius': 0.69}}, 'VIII': {'': {'crystal_radius': 0.88, 'ionic_radius': 0.74}}}}",4.47 K,57 W m<sup>-1</sup> K<sup>-1</sup>,no data,3400 m s<sup>-1</sup>,873 MN m<sup>-2</sup>,1.5,186 GPa,,1.47,53.0,53.0,Ta,73.0,0.0,0.82,0.82,d,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 3), (6, 's', 2)]",5.0,"(3, 4, 5)","{3: 0.86, 4: 0.82, 5: 0.78}",False,False,False,False,False,False,True,False,False,False,False,False,True,Tantalum,5.0,-1.0,73.0,6.0,"(2, 3)",,,"{'3': 0.86, '4': 0.82, '5': 0.78}",,,,,0.78,,0.82,,,,,,0.86
183.84,74.0,"{'1s': -2341.042887, '2p': -369.013973, '2s': -384.856157, '3d': -66.724787, '3p': -80.502102, '3s': -87.867792, '4d': -8.879693, '4f': -1.550835, '4p': -14.495102, '4s': -17.570797, '5d': -0.220603, '5p': -1.504457, '5s': -2.396018, '6s': -0.181413}",1.35,1.93,5828 K,2570 MN m<sup>-2</sup>,310 GPa,4.5 x10<sup>-6</sup>K<sup>-1</sup>,"[4, 6]",no data K,19250 kg m<sup>-3</sup>,5.4 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>4</sup>.6s<sup>2</sup>,"[2, 3, 4, 5, 6]",2133 K,3695 K,55.0,7.5,9.47 cm<sup>3</sup>,Tungsten,"[-2, -1, 1, 2, 3, 4, 5, 6]",0.28,62 %,no data,161 GPa,"{'4': {'VI': {'': {'crystal_radius': 0.8, 'ionic_radius': 0.66}}}, '5': {'VI': {'': {'crystal_radius': 0.76, 'ionic_radius': 0.62}}}, '6': {'IV': {'': {'crystal_radius': 0.56, 'ionic_radius': 0.42}}, 'V': {'': {'crystal_radius': 0.65, 'ionic_radius': 0.51}}, 'VI': {'': {'crystal_radius': 0.74, 'ionic_radius': 0.6}}}}",0.015 K,170 W m<sup>-1</sup> K<sup>-1</sup>,no data,5174 m s<sup>-1</sup>,3430 MN m<sup>-2</sup>,2.36,411 GPa,,1.41,56.0,56.0,W,74.0,0.0,0.7666666666666666,0.7666666666666666,d,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 4), (6, 's', 2)]",6.0,"(2, 3, 4, 5, 6)","{4: 0.8, 5: 0.76, 6: 0.74}",False,False,False,False,False,False,True,False,False,False,False,False,True,Tungsten,6.0,-2.0,74.0,6.0,"(2, 4)",,,"{'4': 0.8, '5': 0.76, '6': 0.74}",,,,,0.76,,0.8,,,,,0.74,
186.207,75.0,"{'1s': -2407.665572, '2p': -380.982869, '2s': -397.087707, '3d': -69.57676, '3p': -83.634578, '3s': -91.149193, '4d': -9.516816, '4f': -1.92508, '4p': -15.295495, '4s': -18.454325, '5d': -0.258639, '5p': -1.631227, '5s': -2.567348, '6s': -0.186859}",1.35,1.88,5869 K,1320 MN m<sup>-2</sup>,370 GPa,6.2 x10<sup>-6</sup>K<sup>-1</sup>,[4],no data K,21020 kg m<sup>-3</sup>,18 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>5</sup>.6s<sup>2</sup>,"[3, 4, 5, 6, 7]",2410 K,3459 K,58.0,7.0,8.86 cm<sup>3</sup>,Rhenium,"[-3, -1, 1, 2, 3, 4, 5, 6, 7]",0.30,no data %,no data,178 GPa,"{'4': {'VI': {'': {'crystal_radius': 0.77, 'ionic_radius': 0.63}}}, '5': {'VI': {'': {'crystal_radius': 0.72, 'ionic_radius': 0.58}}}, '6': {'VI': {'': {'crystal_radius': 0.69, 'ionic_radius': 0.55}}}, '7': {'IV': {'': {'crystal_radius': 0.52, 'ionic_radius': 0.38}}, 'VI': {'': {'crystal_radius': 0.67, 'ionic_radius': 0.53}}}}",1.70 K,48 W m<sup>-1</sup> K<sup>-1</sup>,no data,4700 m s<sup>-1</sup>,2450 MN m<sup>-2</sup>,1.9,463 GPa,,1.375,59.0,59.0,Re,75.0,0.0,0.7124999999999999,0.7124999999999999,d,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 5), (6, 's', 2)]",7.0,"(3, 4, 5, 6, 7)","{4: 0.77, 5: 0.72, 6: 0.69, 7: 0.67}",False,False,False,False,False,False,True,False,False,False,False,False,True,Rhenium,7.0,-3.0,75.0,6.0,"(2, 5)",,,"{'4': 0.77, '5': 0.72, '6': 0.69, '7': 0.67}",,,,0.67,0.72,,0.77,,,,,0.69,
190.23,76.0,"{'1s': -2475.238617, '2p': -393.15408, '2s': -409.522396, '3d': -72.497183, '3p': -86.837047, '3s': -94.501324, '4d': -10.176082, '4f': -2.321175, '4p': -16.119671, '4s': -19.362527, '5d': -0.296791, '5p': -1.757404, '5s': -2.738293, '6s': -0.191489}",1.3,1.85,5285 K,3920 MN m<sup>-2</sup>,no data GPa,5.1 x10<sup>-6</sup>K<sup>-1</sup>,[4],no data K,22610 kg m<sup>-3</sup>,8.1 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>6</sup>.6s<sup>2</sup>,,1979 K,3306 K,63.0,7.0,8.42 cm<sup>3</sup>,Osmium,"[-2, -1, 1, 2, 3, 4, 5, 6, 7, 8]",0.25,no data %,no data,222 GPa,"{'4': {'VI': {'': {'crystal_radius': 0.77, 'ionic_radius': 0.63}}}, '5': {'VI': {'': {'crystal_radius': 0.715, 'ionic_radius': 0.575}}}, '6': {'V': {'': {'crystal_radius': 0.63, 'ionic_radius': 0.49}}, 'VI': {'': {'crystal_radius': 0.685, 'ionic_radius': 0.545}}}, '7': {'VI': {'': {'crystal_radius': 0.665, 'ionic_radius': 0.525}}}, '8': {'IV': {'': {'crystal_radius': 0.53, 'ionic_radius': 0.39}}}}",0.66 K,88 W m<sup>-1</sup> K<sup>-1</sup>,no data,4940 m s<sup>-1</sup>,no data MN m<sup>-2</sup>,2.2,no data GPa,,1.352,62.0,62.0,Os,76.0,0.0,0.673,0.673,d,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 6), (6, 's', 2)]",8.0,(),"{4: 0.77, 5: 0.715, 6: 0.685, 7: 0.665, 8: 0.53}",False,False,False,False,False,False,True,False,False,False,False,False,True,Osmium,8.0,-2.0,76.0,6.0,"(2, 6)",,,"{'4': 0.77, '5': 0.715, '6': 0.685, '7': 0.665, '8': 0.53}",,,,0.665,0.715,0.53,0.77,,,,,0.685,
192.217,77.0,"{'1s': -2543.761342, '2p': -405.526834, '2s': -422.159424, '3d': -75.485027, '3p': -90.108427, '3s': -97.923081, '4d': -10.856593, '4f': -2.738339, '4p': -16.966578, '4s': -20.29429, '5d': -0.335189, '5p': -1.883349, '5s': -2.909174, '6s': -0.195511}",1.35,1.8,4701 K,1670 MN m<sup>-2</sup>,320 GPa,6.4 x10<sup>-6</sup>K<sup>-1</sup>,"[3, 4]",no data K,22650 kg m<sup>-3</sup>,4.7 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>7</sup>.6s<sup>2</sup>,"[3, 4, 5]",1962 K,2739 K,66.0,6.5,8.52 cm<sup>3</sup>,Iridium,"[-3, -1, 1, 2, 3, 4, 5, 6]",0.26,78 %,no data,210 GPa,"{'3': {'VI': {'': {'crystal_radius': 0.82, 'ionic_radius': 0.68}}}, '4': {'VI': {'': {'crystal_radius': 0.765, 'ionic_radius': 0.625}}}, '5': {'VI': {'': {'crystal_radius': 0.71, 'ionic_radius': 0.57}}}}",0.11 K,150 W m<sup>-1</sup> K<sup>-1</sup>,no data,4825 m s<sup>-1</sup>,1760 MN m<sup>-2</sup>,2.2,528 GPa,,1.357,65.0,65.0,Ir,77.0,0.0,0.765,0.765,d,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 7), (6, 's', 2)]",9.0,"(3, 4, 5)","{3: 0.82, 4: 0.765, 5: 0.71}",False,False,False,False,False,False,True,False,False,False,False,False,True,Iridium,6.0,-3.0,77.0,6.0,"(2, 7)",,,"{'3': 0.82, '4': 0.765, '5': 0.71}",,,,,0.71,,0.765,,,,,,0.82
195.084,78.0,"{'1s': -2613.096532, '2p': -417.96053, '2s': -434.858003, '3d': -78.400271, '3p': -93.309108, '3s': -101.274869, '4d': -11.419476, '4f': -3.038049, '4p': -17.697297, '4s': -21.110651, '5d': -0.273634, '5p': -1.884256, '5s': -2.950526, '6s': -0.161308}",1.35,1.77,4098 K,392 MN m<sup>-2</sup>,230 GPa,8.8 x10<sup>-6</sup>K<sup>-1</sup>,"[2, 4]",no data K,21090 kg m<sup>-3</sup>,10.6 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>9</sup>.6s<sup>1</sup>,,2056.6 K,2041.4 K,68.0,3.5,9.09 cm<sup>3</sup>,Platinum,"[-2, 2, 4, 5, 6]",0.38,73 %,no data,61 GPa,"{'2': {'IVSQ': {'': {'crystal_radius': 0.74, 'ionic_radius': 0.6}}, 'VI': {'': {'crystal_radius': 0.94, 'ionic_radius': 0.8}}}, '4': {'VI': {'': {'crystal_radius': 0.765, 'ionic_radius': 0.625}}}, '5': {'VI': {'': {'crystal_radius': 0.71, 'ionic_radius': 0.57}}}}",no data K,72 W m<sup>-1</sup> K<sup>-1</sup>,1.75,2680 m s<sup>-1</sup>,549 MN m<sup>-2</sup>,2.28,168 GPa,,1.387,68.0,68.0,Pt,78.0,0.0,0.805,0.805,d,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 9), (6, 's', 1)]",10.0,(),"{2: 0.94, 4: 0.765, 5: 0.71}",False,False,False,False,False,False,True,False,False,False,False,False,True,Platinum,6.0,-2.0,78.0,6.0,,,,"{'2': 0.94, '4': 0.765, '5': 0.71}",,,,,0.71,,0.765,,0.94,,,,
196.966569,79.0,"{'1s': -2683.508245, '2p': -430.725701, '2s': -447.888973, '3d': -81.511751, '3p': -96.707, '3s': -104.824516, '4d': -12.131815, '4f': -3.486824, '4p': -18.578652, '4s': -22.078357, '5d': -0.304738, '5p': -2.002495, '5s': -3.113936, '6s': -0.162334}",1.35,1.74,3129 K,2450 MN m<sup>-2</sup>,220 GPa,14.2 x10<sup>-6</sup>K<sup>-1</sup>,[3],no data K,19300 kg m<sup>-3</sup>,2.2 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>10</sup>.6s<sup>1</sup>,,1791.67 K,1337.33 K,70.0,2.5,10.21 cm<sup>3</sup>,Gold,"[-1, 1, 2, 3, 5]",0.44,95 %,no data,27 GPa,"{'1': {'VI': {'': {'crystal_radius': 1.51, 'ionic_radius': 1.37}}}, '3': {'IVSQ': {'': {'crystal_radius': 0.82, 'ionic_radius': 0.68}}, 'VI': {'': {'crystal_radius': 0.99, 'ionic_radius': 0.85}}}, '5': {'VI': {'': {'crystal_radius': 0.71, 'ionic_radius': 0.57}}}}",no data K,320 W m<sup>-1</sup> K<sup>-1</sup>,1.66,1740 m s<sup>-1</sup>,216 MN m<sup>-2</sup>,2.54,78 GPa,,1.442,71.0,71.0,Au,79.0,0.0,1.07,1.07,d,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 1)]",11.0,(),"{1: 1.51, 3: 0.99, 5: 0.71}",False,False,False,False,False,False,True,False,False,False,False,False,True,Gold,5.0,-1.0,79.0,6.0,"(0, 1)",,,"{'1': 1.51, '3': 0.99, '5': 0.71}",,,,,0.71,,,1.51,,,,,0.99
200.59,80.0,"{'1s': -2755.022637, '2p': -443.848676, '2s': -461.27864, '3d': -84.845492, '3p': -100.328031, '3s': -108.597921, '4d': -13.019221, '4f': -4.110291, '4p': -19.636187, '4s': -23.222921, '5d': -0.452552, '5p': -2.261975, '5s': -3.423486, '6s': -0.205137}",1.5,1.71,629.88 K,no data MN m<sup>-2</sup>,25 GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,"[1, 2]",1750 K,no data kg m<sup>-3</sup>,96 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>10</sup>.6s<sup>2</sup>,"[1, 2]",395.56 K,234.32 K,74.0,1.5,14.09 cm<sup>3</sup>,Mercury,"[1, 2, 4]",no data,73 %,1.000933,no data GPa,"{'1': {'III': {'': {'crystal_radius': 1.11, 'ionic_radius': 0.97}}, 'VI': {'': {'crystal_radius': 1.33, 'ionic_radius': 1.19}}}, '2': {'II': {'': {'crystal_radius': 0.83, 'ionic_radius': 0.69}}, 'IV': {'': {'crystal_radius': 1.1, 'ionic_radius': 0.96}}, 'VI': {'': {'crystal_radius': 1.16, 'ionic_radius': 1.02}}, 'VIII': {'': {'crystal_radius': 1.28, 'ionic_radius': 1.14}}}}",3.95 K,8.3 W m<sup>-1</sup> K<sup>-1</sup>,1.55,1407 m s<sup>-1</sup>,no data MN m<sup>-2</sup>,2.0,no data GPa,{'Hg-201': 387.6},1.51,74.0,74.0,Hg,80.0,0.0,1.245,1.245,d,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2)]",12.0,"(1, 2)","{1: 1.33, 2: 1.16}",False,False,False,False,False,False,True,False,False,False,True,False,True,Mercury,4.0,1.0,80.0,6.0,,,,"{'1': 1.33, '2': 1.16}",,,,,,,,1.33,1.16,,,,
204.3833,81.0,"{'1s': -2827.569408, '2p': -457.255971, '2s': -474.953368, '3d': -88.328299, '3p': -104.099296, '3s': -112.52218, '4d': -14.008848, '4f': -4.835747, '4p': -20.797078, '4s': -24.471512, '5d': -0.674544, '5p': -2.59873, '5s': -3.811512, '6p': -0.101507, '6s': -0.28502}",1.9,1.56,1746 K,26.4 MN m<sup>-2</sup>,43 GPa,29.9 x10<sup>-6</sup>K<sup>-1</sup>,"[1, 3]",no data K,11850 kg m<sup>-3</sup>,15 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>10</sup>.6s<sup>2</sup>.6p<sup>1</sup>,"[1, 3]",1169 K,577 K,78.0,1.2,17.22 cm<sup>3</sup>,Thallium,"[1, 3]",0.45,no data %,no data,2.8 GPa,"{'1': {'VI': {'': {'crystal_radius': 1.64, 'ionic_radius': 1.5}}, 'VIII': {'': {'crystal_radius': 1.73, 'ionic_radius': 1.59}}, 'XII': {'': {'crystal_radius': 1.84, 'ionic_radius': 1.7}}}, '3': {'IV': {'': {'crystal_radius': 0.89, 'ionic_radius': 0.75}}, 'VI': {'': {'crystal_radius': 1.025, 'ionic_radius': 0.885}}, 'VIII': {'': {'crystal_radius': 1.12, 'ionic_radius': 0.98}}}}",2.38 K,46 W m<sup>-1</sup> K<sup>-1</sup>,1.96,818 m s<sup>-1</sup>,no data MN m<sup>-2</sup>,1.62,8 GPa,,1.7,77.0,77.0,Tl,81.0,0.0,1.3325,1.3325,p,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 1)]",13.0,"(1, 3)","{1: 1.64, 3: 1.025}",False,False,False,False,False,False,True,False,False,True,False,False,False,Thallium,3.0,1.0,81.0,6.0,"(1, 1)",,,"{'1': 1.64, '3': 1.025}",,,,,,,,1.64,,,,,1.025
